ID;Muskel;Weitere_Muskeln;Muskelgruppe_UI;Weitere_Muskelgruppen_UI;Übung;Equipment;Equipment_Normalisiert;Variationen;Aliase;Tracking_Typ;Übungstyp;Bewegungsmuster;Seitenmodus;Aktiv;Review_Status;Review_Hinweis
EX-0231;M. peroneus longus;;Unterschenkel/Fuß;;Lateral Step / Side Walk auf Vorfuß;;Eigengewicht;Band|Gewichtsweste;;distance_time;isolation;locomotion;bilateral;true;prüfen;"Equipment ergänzt: Eigengewicht; Tracking-Typ fachlich prüfen"
EX-0232;M. peroneus longus;;Unterschenkel/Fuß;;Eversions-Isometrie;;Widerstandsband;Band|manuelle Gegenkraft|Wand;;time;isometric;ankle_eversion;bilateral;true;prüfen;Equipment ergänzt: Widerstandsband
EX-0233;M. peroneus longus;;Unterschenkel/Fuß;;Heel Raise mit Ball zwischen Fersen und Druck über Großzehenballen;;Eigengewicht|Ball;stehend|Stufe|Zusatzgewicht;;bodyweight_reps;isolation;plantar_flexion;bilateral;true;prüfen;"Equipment ergänzt: Eigengewicht|Ball; Klassifikation fachlich gegen gewünschte Library-Logik prüfen"
EX-0234;M. peroneus brevis;;Unterschenkel/Fuß;;Eversion mit leichter Dorsalflexion;Single Kabelturm;Single Kabelturm;Band;;weight_reps;isolation;dorsiflexion;bilateral;true;auto_ok;
EX-0235;M. peroneus brevis;;Unterschenkel/Fuß;;Einbeiniger Balance-Hold mit lateraler Stabilisation;;Eigengewicht;Balance-Pad|Bosu|Gewicht;;time;isometric;ankle_eversion;unilateral;true;prüfen;Equipment ergänzt: Eigengewicht
EX-0236;M. peroneus brevis;;Unterschenkel/Fuß;;Lateral Step-down mit Fußgewölbekontrolle;;Eigengewicht;Stufe|Zusatzgewicht;;bodyweight_reps;compound;ankle_eversion;unilateral;true;prüfen;"Equipment ergänzt: Eigengewicht; Klassifikation fachlich gegen gewünschte Library-Logik prüfen"
EX-0237;M. peroneus brevis;;Unterschenkel/Fuß;;Seitlicher Vorfußgang;;Eigengewicht;Band|Gewichtsweste;;distance_time;isolation;locomotion;bilateral;true;prüfen;"Equipment ergänzt: Eigengewicht; Tracking-Typ fachlich prüfen"
EX-0238;M. gastrocnemius;;Waden;;Stehendes Wadenheben;Kurzhantel|Langhantel|Maschine|Multipresse;Kurzhantel|Langhantel|Maschine|Multipresse;einbeinig;;weight_reps;isolation;plantar_flexion;variable;true;auto_ok;
EX-0239;M. gastrocnemius;;Waden;;Wadenheben an der Beinpresse;;Maschine;45°|einbeinig|horizontal;;weight_reps;compound;plantar_flexion;variable;true;prüfen;Equipment ergänzt: Maschine
EX-0240;M. gastrocnemius;;Waden;;Donkey Calf Raise;Maschine;Maschine;Hüftgurt|Partner/Gewicht;;weight_reps;isolation;plantar_flexion;variable;true;auto_ok;
EX-0241;M. gastrocnemius;;Waden;;Calf Raise auf Stufe mit gestrecktem Knie;Kettlebell|Kurzhantel;Kettlebell|Kurzhantel;Gewichtsweste;;weight_reps;isolation;plantar_flexion;variable;true;auto_ok;
EX-0242;M. gastrocnemius;;Waden;;Pogo Jumps / Ankle Hops;;Eigengewicht;beidbeinig|einbeinig|vorwärts/seitlich;;time_or_reps;plyometric;locomotion;bilateral;true;prüfen;"Equipment ergänzt: Eigengewicht; Tracking-Typ fachlich prüfen"
EX-0243;M. gastrocnemius;;Waden;;Seilspringen;;Springseil;beidbeinig|einbeinig|wechselnd;;time_or_reps;conditioning;locomotion;bilateral;true;prüfen;"Equipment ergänzt: Springseil; Tracking-Typ fachlich prüfen"
EX-0244;M. gastrocnemius;;Waden;;Farmer Walk auf Zehenspitzen;Kettlebell|Kurzhantel;Kettlebell|Kurzhantel;Farmers Handles;;weight_distance;carry;carry;bilateral;true;auto_ok;
EX-0245;M. gastrocnemius;;Waden;;Isometrischer Wadenhalt mit gestrecktem Knie;;Eigengewicht;beidbeinig|einbeinig|Zusatzgewicht;;time;isometric;plantar_flexion;bilateral;true;prüfen;Equipment ergänzt: Eigengewicht
